Source ID,Date,Time (UTC),Affiliation,SNAP deduced,SNAP certain,NFR code,Latitude,Longitude,Wind dir.,Wind (m/s),Met. Location,Source type,Sampling method,Location,City,Region,Country,Continent,Campaign,Sample Receptacle,Field comment,Measurement type,Measurement lab,n d13C,Source d13C VPDB [‰],+-,r2 d13C,x(CH4) excess d13C [ppb],+-,n dD,Source dD SMOW [‰],+-,r2 dD,x(CH4) excess dD [ppb],+-,Regression method
ESR8_281,13/10/2019,09:31,UU,Fossil fuel,Fossil fuel,1B2,44.42040000,25.38130200,nan,nan,nan,Oil well,"Mobile inlet, car","ROM3423, C5a_01",Poeni,Wallachia,Romania,Europe,ROMEO,Supelco/SKC Flexfoil bags,nan,IRMS,UU,2,-52.65,0.0585,1,13844.87405,44.15,2,-196.6,0.197609607,1,13471.38732,23.83,ODR
ESR9_183,16/10/2019,nan,RHUL/UU,Fossil fuel,Fossil fuel,1B2,44.43258600,26.16674600,nan,nan,nan,Urban streets,"Mobile inlet, car","Str Bârsei, gas supply",Bucharest,Bucharest,Romania,Europe,ROMEO-City,SKC Flexfoil bags,nan,IRMS,UU,2,-52.13,0.0048,1,773.19,0.00506,2,-196.5,0.0474,1,757.54,0.00323,BSCE Bisector
ESR8_247,06/10/2019,nan,UU,Fossil fuel,Unknown,1B2,44.91120032,25.91862249,nan,nan,nan,Wide area,"Mobile aircore, aircraft",C7,Ploiești,Wallachia,Romania,Europe,ROMEO,Supelco Flexfoil bags,nan,IRMS,UU,2,-55.80,1.5069,1,151.339214,9.2758,2,-196.2,22.23602742,1,159.718766,4.6401,ODR
ESR8_255,08/10/2019,15:49,UU,Fossil fuel,Fossil fuel,1B2,45.02788500,26.03791800,nan,nan,nan,Rural area,"Mobile inlet, car","Along DJ232, C7_02",Boldești-Scăeni,Wallachia,Romania,Europe,ROMEO,Supelco/SKC Flexfoil bags,nan,IRMS,UU,2,-48.19,0.0918,1,104611.79,8.08,2,-195.5,1.885149479,1,108224.27,5.83,ODR
ESR9_195,16/10/2019,nan,RHUL/UU,Fossil fuel,Fossil fuel,1B2,44.39269600,26.05478900,nan,nan,nan,Urban streets,"Mobile inlet, car",Str Iaşi,Bucharest,Bucharest,Romania,Europe,ROMEO-City,SKC Flexfoil bags,nan,IRMS,UU,2,-48.41,0.0047,1,1261.03,0.00313,2,-195.3,0.001327,1,1197.41,0.00246,BSCE Bisector
ESR8_19,27/05/2018,nan,UU/AGH,Fossil fuel,Fossil fuel,1B1a,49.97547000,18.73345700,E,nan,nan,Active coal mine,"Mobile inlet, car",Pniówek V,Pawłowice,Silesia,Poland,Europe,CoMet,Supelco Flexfoil bags,nan,IRMS,UU,6,-47.10,0.0275,0.629694254,104926.17,113.08,6,-195.0,0.63009514,0.940192409,66885.47,11313.2,ODR
ESR8_301,17/10/2019,nan,UHEI,Fossil fuel,Fossil fuel,1B2,44.55903000,23.55943000,nan,nan,nan,Gas well,"Mobile aircore, car","ROM1505, C2_04",Filiași,Wallachia,Romania,Europe,ROMEO,Supelco/SKC Flexfoil bags,nan,IRMS,UU,2,-59.96,0.1628,1,23599.49244,7.11,2,-194.8,2.069532044,1,24178.97544,15.15,ODR
ESR9_193,16/10/2019,nan,RHUL/UU,Fossil fuel,Fossil fuel,1B2,44.39455800,26.05144900,nan,nan,nan,Urban streets,"Mobile inlet, car",Str Brătila,Bucharest,Bucharest,Romania,Europe,ROMEO-City,SKC Flexfoil bags,nan,IRMS,UU,3,-43.90,0.2381,0.487989287,704.89,0.0047,3,-194.5,0.5599,0.993757363,686.49,0.00171,BSCE Bisector
ESR8_290,15/10/2019,nan,UHEI,Fossil fuel,Fossil fuel,1B2,44.38993000,23.57176000,nan,nan,nan,Gas well,"Mobile aircore, car","ROM3654, C2_03",Pereni,Wallachia,Romania,Europe,ROMEO,Supelco/SKC Flexfoil bags,nan,IRMS,UU,3,-61.74,0.0237,0.99928467,14115.26437,8.86,3,-194.4,1.152297142,0.995364734,13460.30198,446.52,ODR
ESR8_113,06/02/2019,nan,UU/AGH,Fossil fuel,Fossil fuel,1B2,50.04048500,19.76958500,W,nan,nan,Gas compressor station,"Mobile inlet, car",nan,Liszki,Krakow,Poland,Europe,Secondment ESR8 @AGH,Supelco Flexfoil bags,nan,IRMS,UU,4,-51.85,1.4888,-0.703398145,237.18,48.15,4,-193.3,72.33651738,0.789762092,153.09,36.76,ODR
ESR8_155,22/03/2019,nan,UU/AGH,Fossil fuel,Fossil fuel,1B1a,50.16213000,18.65199000,nan,nan,nan,Active coal mine,"Mobile inlet, car",Debiensko II,Czerwionka-Leszczyny,Silesia,Poland,Europe,Secondment ESR8 @AGH,Supelco Flexfoil bags,nan,IRMS,UU,5,-28.12,0.1145,0.887389535,1075.8,5.16,5,-192.9,4.433437564,0.978156259,1137.49,7.67,ODR
ESR8_174,07/06/2019,nan,AGH,Fossil fuel,Fossil fuel,1B1a,50.04717800,18.58820100,nan,nan,nan,Coal mine shaft,"Mobile inlet, car",Jankowice main,Rybnik,Silesia,Poland,Europe,ESR3,Supelco Flexfoil bags,nan,IRMS,UU,4,-54.78,0.1585,0.894033569,747.34,4.73,4,-192.8,2.708048516,0.948615918,809.44,28.43,ODR
ESR8_334,15/10/2019,15:49,UU/INCAS,Fossil fuel,Unknown,1B2,44.92145,25.9694,nan,nan,nan,Urban streets,"Mobile inlet, car","Str. Principala, Strejnicu",Ploiesti,Prahova,Romania,Europe,ROMEO,Supelco/SKC Flexfoil bags,nan,IRMS,UU,2,-58.91520769,0.023522433,1,19369.578,10.69,2,-192.3697416,1.669483925,1,20018.507,4.43,ODR
ESR8_333,15/10/2019,14:10,UU/INCAS,Fossil fuel,Unknown,1B2,44.943395,26.045057,nan,nan,nan,Urban streets,"Mobile inlet, car",Str. Meșterul Manole x Pielari,Ploiesti,Prahova,Romania,Europe,ROMEO,Supelco/SKC Flexfoil bags,nan,IRMS,UU,3,-54.37177504,0.25922187,0.999978908,664.91,3.03,3,-192.1910947,2.346483196,0.99817761,652.12,10.21,ODR
ESR8_83,08/11/2018,nan,UU,Fossil fuel,Unknown,1B2,53.58250600,10.01691500,SW,nan,nan,City streets,"Mobile inlet, car",Geibelstrasse,Hamburg,Hamburg,Germany,Europe,CCAC,Supelco Flexfoil bags,nan,IRMS,UU,5,-39.89,0.0769,0.973684488,616.83,6.56,5,-192.1,6.301058816,0.913748614,717.72,26.89,ODR
ESR8_72,19/10/2018,nan,UU,Fossil fuel,Unknown,5D,53.46777400,10.19001000,WNW,nan,nan,City streets,"Mobile inlet, car",Randerseidet schleusendam,Hamburg,Hamburg,Germany,Europe,CCAC,Supelco Flexfoil bags,nan,IRMS,UU,2,-45.12,0.5243,1,353.53,9.17,2,-191.8,22.15487344,1,485.2,53.1,ODR
ESR8_28,29/05/2018,nan,UU/AGH,Fossil fuel,Fossil fuel,1B1a,49.95178600,19.01052800,E,nan,nan,Active coal mine,"Mobile inlet, car",Silesia,Rudołtowice,Silesia,Poland,Europe,CoMet,Supelco Flexfoil bags,nan,IRMS,UU,4,-59.76,0.0299,0.795817125,13853.66,115.69,4,-191.6,2.551989405,0.973936057,9477.53,487.37,ODR
ESR8_280,13/10/2019,09:24,UU,Fossil fuel,Fossil fuel,1B2,44.41788200,25.38261200,nan,nan,nan,Oil well,"Mobile inlet, car","ROM2843, C5a_01",Poeni,Wallachia,Romania,Europe,ROMEO,Supelco/SKC Flexfoil bags,nan,IRMS,UU,2,-50.99,0.1115,1,9210.43024,16.6,2,-191.5,0.835196749,1,9244.58577,312.77,ODR
ESR8_128,01/03/2019,nan,LSCE/RHUL/UHEI,Fossil fuel,Unknown,1B2,48.87086700,2.28918100,nan,nan,nan,City streets,"Mobile inlet, car",Rue Paul Valéry,Paris,Île-de-France,France,Europe,Secondment ESR1 ESR9 @LSCE,SKC Flexfoil bags,nan,IRMS,UU,3,-37.92,0.0338,0.998480506,2353.46,16.55,3,-191.4,2.574579961,0.994459068,2893.813118,23.96977136,ODR
ESR8_292,15/10/2019,nan,UHEI,Fossil fuel,Fossil fuel,1B2,44.39841000,23.56608000,nan,nan,nan,Gas well,"Mobile aircore, car","ROM3398, C2_03",Cernătești,Wallachia,Romania,Europe,ROMEO,Supelco/SKC Flexfoil bags,nan,IRMS,UU,3,-46.63,0.2253,0.281462924,3347.749119,24.33,3,-191.2,0.433547842,0.999116707,3332.35828,10.41,BSCE Bisector
ESR8_146,21/03/2019,nan,UU/AGH,Mixed,Unknown,nan,50.06716700,19.91236100,nan,nan,nan,Sewage network,"Inside manhole, on foot",AGH,Krakow,Krakow,Poland,Europe,Secondment ESR8 @AGH,Supelco Flexfoil bags,nan,IRMS,UU,3,-36.11,0.0180,0.995301175,17095.89,14.68,3,-189.9,0.441464044,0.966262951,18442.45802,35.51583473,ODR
ESR8_240,06/10/2019,nan,UU,Fossil fuel,Unknown,1B2,44.61820864,25.11086220,WSW,nan,nan,Oil and gas facilities,"Mobile aircore, aircraft, raster flights","C4, advected air from C5a",Pitești,Wallachia,Romania,Europe,ROMEO,Supelco Flexfoil bags,nan,IRMS,UU,6,-54.37,0.4159,0.670001507,264.437141,8.6436,6,-189.7,12.80795247,0.854994129,304.398322,5.4245,ODR
ESR8_183,07/06/2019,nan,AGH,Fossil fuel,Fossil fuel,1B1a,50.25601200,18.72389000,nan,nan,nan,Coal mine shaft,"Mobile inlet, car",Sosnica V,Gliwice,Silesia,Poland,Europe,ESR3,Supelco Flexfoil bags,nan,IRMS,UU,4,-41.21,0.0636,0.766734582,2690.17,15.5,4,-189.4,0.690323235,0.985129424,3672.77,36.8,ODR
ESR8_325,19/10/2019,12:37,UU,Fossil fuel,Fossil fuel,1B2,45.12080000,25.84326600,nan,nan,nan,Oil well,"Mobile inlet, car","ROM5858, C7",Scorțeni,Wallachia,Romania,Europe,ROMEO,Supelco/SKC Flexfoil bags,nan,IRMS,UU,2,-39.78,0.0214,1,38579.0847,10.22,2,-189.0,1.367629787,1,39827.6727,3.82,ODR
ESR8_48,29/06/2018,11:34:00,UU,Oceans,Oceans,nan,55.30627000,4.08940000,nan,nan,nan,Marine seap,"Surface chamber, ship",Dogger bank,North Sea,,The Netherlands/UK,Europe,Pelagia,Glass flasks/Supelco Flexfoil bags,nan,IRMS,UU,5,-80.67,0.0426,0.999299416,484722.02,593.9,5,-188.9,3.060565417,0.99937562,416379.01,1264.56,ODR
ESR8_309,17/10/2019,nan,UU,Fossil fuel,Unknown,1B2,46.01035471,24.16776839,N,nan,nan,Oil and gas facilities,"Mobile aircore, aircraft, raster flights",C15,Transylvania,Transylvania,Romania,Europe,ROMEO,Supelco Flexfoil bags,nan,IRMS,UU,4,-58.17,0.6955,0.901746383,172.37,6.65,4,-188.4,25.87515357,0.898343171,172.01,25.86,ODR
ESR8_225,03/10/2019,nan,UHEI,Fossil fuel,Fossil fuel,1B2,45.03040000,26.05610000,nan,nan,nan,Oil well,"Mobile aircore, car","ROM2515, C7_02",Seciu,Wallachia,Romania,Europe,ROMEO,Supelco/SKC Flexfoil bags,nan,IRMS,UU,4,-50.53,0.5349,0.57170097,520.498093,7.34,4,-187.9,6.59744321,0.959811022,461.695691,5.77,ODR
ESR8_219,01/10/2019,13:34,UU,Fossil fuel,Fossil fuel,1B2,44.96382200,25.79413800,nan,nan,nan,Rural area,"Mobile inlet, car","DC112A, along houses",Filipeștii de Târg,Wallachia,Romania,Europe,ROMEO,Supelco/SKC Flexfoil bags,nan,IRMS,UU,3,-67.36,0.2496,0.999987637,723.457363,9.9,3,-187.7,1.456766615,0.996257252,758.06318,7.38,ODR
ESR8_254,08/10/2019,12:07,UU,Fossil fuel,Fossil fuel,1B2,45.02529100,26.03498900,nan,nan,nan,Oil park,"Mobile inlet, car","ROM5712, C7_02",Boldești-Scăeni,Wallachia,Romania,Europe,ROMEO,Supelco/SKC Flexfoil bags,nan,IRMS,UU,3,-46.96,0.2877,0.716201158,898.31,10.13,3,-187.5,5.018159518,0.982971767,873.96,9.93,ODR
ESR8_25,28/05/2018,nan,UU/AGH,Fossil fuel,Fossil fuel,1B1a,49.98037700,18.67604400,nan,nan,nan,Active coal mine,"Inside the shaft, on foot",Pniówek IV,Krzyżowice,Silesia,Poland,Europe,CoMet,Supelco Flexfoil bags,nan,IRMS,UU,2,-48.84,0.0701,1,1998000.49,102.53,2,-187.3,3.753822357,1,1997963.63,102.63,ODR
ESR8_109,05/02/2019,nan,UU/AGH,Fossil fuel,Fossil fuel,1B2,50.08460100,19.78961300,WSW,nan,nan,Gas compressor station,"Mobile inlet, car",Szkolna,Balice,Krakow,Poland,Europe,Secondment ESR8 @AGH,Supelco Flexfoil bags,nan,IRMS,UU,4,-50.77,0.5556,0.909841334,819.32,15.53,4,-187.1,8.309416237,0.99335873,791.96,11.49,ODR
ESR8_216,01/10/2019,14:02,UU,Fossil fuel,Fossil fuel,1B2,44.95808900,25.77927400,nan,nan,nan,Oil well,"Mobile inlet, car","ROM1474, C6_01",Filipeștii de Târg,Wallachia,Romania,Europe,ROMEO,Supelco/SKC Flexfoil bags,nan,IRMS,UU,3,-41.05,0.0808,0.900787013,3431.922179,30.58,3,-186.8,3.155618375,0.996640268,3625.695394,5.18,ODR
ESR8_112,06/02/2019,nan,UU/AGH,Fossil fuel,Unknown,1B2,50.03868200,19.70905200,W,nan,nan,Rural area,"Mobile inlet, car",nan,Kaszów,Krakow,Poland,Europe,Secondment ESR8 @AGH,Supelco Flexfoil bags,nan,IRMS,UU,4,-36.05,2.8936,-2.77829389,237.18,48.15,4,-186.7,9.559719656,0.98253013,421.65,22.28,ODR
ESR8_122,07/02/2019,nan,UU/AGH,Mixed,Unknown,nan,50.06713200,19.91214300,nan,nan,nan,Sewage network,"Inside manhole, on foot",AGH,Krakow,Krakow,Poland,Europe,Secondment ESR8 @AGH,Supelco Flexfoil bags,nan,IRMS,UU,2,-58.22,0.5066,1,1712.46,124.21,2,-185.5,3.801295689,1,2065.22,67.4,ODR
ESR8_235,05/10/2019,12:05,UU,Fossil fuel,Fossil fuel,1B2,44.81345000,26.86570000,nan,nan,nan,Gas well,"Mobile inlet, car","ROM1037, C8_01",Satu Nou,Wallachia,Romania,Europe,ROMEO,Supelco/SKC Flexfoil bags,nan,IRMS,UU,2,-60.90,0.0315,1,43129.638,11.22,2,-185.3,1.440220802,1,43434.3958,4.63,ODR
ESR8_85,08/11/2018,nan,UU,Fossil fuel,Unknown,1B2,53.61402000,9.89002600,W,nan,nan,City streets,"Mobile inlet, car",Astweg,Hamburg,Hamburg,Germany,Europe,CCAC,Supelco Flexfoil bags,nan,IRMS,UU,5,-41.36,0.1007,0.999745605,1594.73,26.85,5,-185.3,1.313697028,0.992704402,1815.45,5.9,ODR
ESR8_124,28/02/2019,nan,LSCE/RHUL/UHEI,Fossil fuel,Fossil fuel,1B2,48.95499000,1.63831000,nan,nan,nan,Gas compressor station,"Mobile inlet, car","GRTgaz, route de Mantes",Favrieux,Île-de-France,France,Europe,Secondment ESR1 ESR9 @LSCE,SKC Flexfoil & Tedlar bags,nan,IRMS,UU,2,-42.66,1.0694,1,147.86,11.87,2,-185.3,11.02694359,1,155.95,13.8,ODR
ESR8_173,07/06/2019,nan,AGH,Pyrogenic/fossil fuel,Pyrogenic,5C,50.04490000,18.42910000,nan,nan,nan,Coal waste disposal,"Mobile inlet, car",nan,Pszów,Silesia,Poland,Europe,ESR3,Supelco Flexfoil bags,Waste were burning,IRMS,UU,3,-32.07,0.0100,0.985492087,1998034.87,7.29,3,-184.9,0.421387342,0.925147899,1998010.4,19.46,ODR
ESR8_134,19/03/2019,nan,UU/AGH,Fossil fuel,Unknown,1B2,50.03136500,19.92024300,W,nan,nan,City streets,"Mobile inlet, car",Grota-Roweckiego x Kobierzynska,Krakow,Krakow,Poland,Europe,Secondment ESR8 @AGH,Supelco Flexfoil bags,nan,IRMS,UU,5,-49.72,0.3937,0.844819707,581.97,20.57,5,-184.9,5.488428529,0.98818992,574.808584,61.49890703,ODR
ESR8_298,17/10/2019,nan,UHEI,Fossil fuel,Fossil fuel,1B2,44.50361000,23.64865000,nan,nan,nan,Gas well,"Mobile aircore, car","ROM40, C2_02",Brădeștii Bătrâni,Wallachia,Romania,Europe,ROMEO,Supelco/SKC Flexfoil bags,nan,IRMS,UU,4,-62.61,0.0113,0.998273436,21399.73628,5.04,4,-184.9,0.92242207,0.997179661,21923.88526,9.99,ODR
ESR8_270,10/10/2019,nan,TNO,Fossil fuel,Fossil fuel,1B2,45.01892050,26.01762453,nan,nan,nan,Driving around facility,"Mobile inlet, car","ROM5783, C7_02",Boldești-Scăeni,Wallachia,Romania,Europe,ROMEO,Supelco/SKC Flexfoil bags,nan,IRMS,UU,2,-41.40,0.0700,1,105656714.5,9.01,2,-184.7,0.98001841,1,109386318.9,6.31,ODR
ESR9_189,16/10/2019,nan,RHUL/UU,Fossil fuel,Fossil fuel,1B2,44.41908600,26.11184200,nan,nan,nan,Urban streets,"Mobile inlet, car","Splaiul Unirii, gas supply",Bucharest,Bucharest,Romania,Europe,ROMEO-City,SKC Flexfoil bags,nan,IRMS,UU,2,-45.59,0.0023,1,4876.638865,0.00419,2,-184.5,4.186,1,4867.621539,0.14701,BSCE Bisector
ESR8_244,06/10/2019,nan,UU,Fossil fuel,Unknown,1B2,44.89847788,25.47760292,nan,nan,nan,City,"Mobile aircore, aircraft",Târgoviște,Târgoviște,Wallachia,Romania,Europe,ROMEO,Supelco Flexfoil bags,nan,IRMS,UU,2,-48.78,0.6761,1,321.236603,6.2685,2,-183.9,31.85262563,1,301.122527,2.783,ODR
ESR8_299,17/10/2019,nan,UHEI,Fossil fuel,Fossil fuel,1B2,44.50612000,23.64856000,nan,nan,nan,Gas well,"Mobile aircore, car","ROM139, C2_02",Brădeștii Bătrâni,Wallachia,Romania,Europe,ROMEO,Supelco/SKC Flexfoil bags,nan,IRMS,UU,2,-61.82,0.0059,1,9669.44368,4.54,2,-183.7,1.673657895,1,9654.8329,321.21,ODR
ESR8_117,06/02/2019,nan,UU/AGH,Fossil fuel,Fossil fuel,1B2,50.08088000,19.87427100,W,nan,nan,Gas compressor station,"Mobile inlet, car",Polska Spółka Gazownictwa,Balicka,Krakow,Poland,Europe,Secondment ESR8 @AGH,Supelco Flexfoil bags,nan,IRMS,UU,4,-44.95,0.5861,0.540958482,705.44,57.52,4,-183.6,16.62488179,0.994480866,988.88,32.08,ODR
ESR8_93,11/11/2018,nan,UU,Fossil fuel,Unknown,1B2,53.46904500,10.18806900,E,nan,nan,City streets,"Mobile inlet, car",Schleusendamm,Hamburg,Hamburg,Germany,Europe,CCAC,Supelco Flexfoil bags,nan,IRMS,UU,4,-44.86,0.0792,0.990736461,2248.31,17.02,4,-183.2,1.310751487,0.99502649,2371.46,6.46,ODR
ESR8_161,16/05/2019,nan,LSCE,Fossil fuel,Fossil fuel,1B2,48.64068500,2.65778200,nan,nan,nan,Gas compressor station,"Mobile inlet, car",nan,Limoges-Fourches,Île-de-France,France,Europe,ESR5,Supelco Flexfoil bags,nan,IRMS,UU,4,-45.10,0.1500,0.586494473,910.56,10.95,4,-183.0,3.589317212,0.998985661,834.33,28.17,ODR
ESR8_303,17/10/2019,nan,UHEI,Fossil fuel,Fossil fuel,1B2,44.56312000,23.55689000,nan,nan,nan,Gas well,"Mobile aircore, car","ROM2108, C2_04",Fratoștița,Wallachia,Romania,Europe,ROMEO,Supelco/SKC Flexfoil bags,nan,IRMS,UU,3,-62.97,0.1731,0.997321274,3602.347581,16.33,3,-183.0,0.108806654,0.990799258,3582.820421,7.2,ODR
ESR8_230,05/10/2019,nan,RUG,Fossil fuel,Fossil fuel,1B2,44.80310000,26.88370000,nan,nan,nan,Oil well,"Mobile aircore, drone","ROM 300, C8_01",Urziceni,Wallachia,Romania,Europe,ROMEO,Supelco Flexfoil bags,nan,IRMS,UU,3,-51.71,0.9008,0.718660025,268.14,15.35,3,-182.4,14.66058298,0.953669428,265.39,15.44,ODR
ESR8_184,07/06/2019,nan,AGH,Fossil fuel,Fossil fuel,1B1a,50.27770000,18.72398900,nan,nan,nan,Coal mine shaft,"Mobile inlet, car",Sosnica VIII,Gliwice,Silesia,Poland,Europe,ESR3,Supelco Flexfoil bags,nan,IRMS,UU,nan,nan,nan,nan,nan,nan,3,-182.3,0.124776298,0.99871662,9531.89,24.73,ODR
ESR8_241,06/10/2019,07:45,UU,Fossil fuel,Fossil fuel,1B2,44.79213047,26.96995727,nan,nan,nan,Gas well,"Mobile inlet, car","ROM2909, C8_01",Brăgăreasa,Wallachia,Romania,Europe,ROMEO,Supelco/SKC Flexfoil bags,nan,IRMS,UU,5,-71.22,0.1473,0.945516624,921.43,11.28,5,-182.1,2.62193251,0.930192904,888.18,6.78,ODR
ESR8_119,06/02/2019,nan,UU/AGH,Unknown,Unknown,nan,50.08716400,19.84006700,W,nan,nan,Rural area,"Mobile inlet, car",Fishery ponds,Mydlniki,Krakow,Poland,Europe,Secondment ESR8 @AGH,Supelco Flexfoil bags,nan,IRMS,UU,4,-39.73,1.1960,-0.985947493,398.72,49.86,4,-182.0,8.815344258,0.998268038,584.38,34.32,ODR
ESR8_250,07/10/2019,nan,RUG,Fossil fuel,Fossil fuel,1B2,44.80150000,26.86540000,nan,nan,nan,"Oil park, gas compressor or other","Mobile aircore, drone","ROM 5482, 5500, 5492, C8_01",Urziceni,Wallachia,Romania,Europe,ROMEO,Supelco Flexfoil bags,nan,IRMS,UU,4,-56.83,0.1706,0.976091329,2102.740675,17.27,4,-181.9,2.458127567,0.993200846,2111.199254,12.34,ODR
ESR8_115,06/02/2019,nan,UU/AGH,Fossil fuel,Unknown,1B2,50.05752700,19.89988400,W,nan,nan,City streets,"Mobile inlet, car",Vlastimila Hofmana,Krakow,Krakow,Poland,Europe,Secondment ESR8 @AGH,Supelco Flexfoil bags,nan,IRMS,UU,5,-45.60,0.0654,0.413914479,1584.84,28.23,5,-180.9,4.514842747,0.95957992,1315.89,8.92,ODR
ESR8_141,20/03/2019,nan,UU/AGH,Fossil fuel,Unknown,1B2,50.07760000,19.91934000,WNW,nan,nan,City streets,"Mobile inlet, car",Mazowiecka,Krakow,Krakow,Poland,Europe,Secondment ESR8 @AGH,Supelco Flexfoil bags,nan,IRMS,UU,3,-47.88,0.3504,0.76100462,279.41,17.44,3,-180.9,7.099136053,0.965159639,346.578023,27.68583473,ODR
ESR8_205,05/09/2019,nan,AGH,Fossil fuel,Fossil fuel,1B1a,50.00761700,19.15690700,nan,nan,nan,Coal mine shaft,"Mobile inlet, car",Brzeszcze,Brzeszcze,Silesia,Poland,Europe,ESR3,Supelco Flexfoil bags,nan,IRMS,UU,4,-46.03,0.1052,0.851385593,7093.159978,23.62,4,-180.6,2.749944235,0.978134591,7325.002745,284,ODR
ESR8_20,27/05/2018,nan,UU/AGH,Fossil fuel,Fossil fuel,1B1a,49.98078100,18.67488000,ESE,nan,nan,Active coal mine,"Mobile inlet, car",Pniówek IV,Krzyżowice,Silesia,Poland,Europe,CoMet,Supelco Flexfoil bags,nan,IRMS,UU,6,-48.63,0.1020,0.786616377,15817.97,406.19,6,-180.6,1.315721186,0.957187012,17952.11,9433.4,ODR
ESR8_118,06/02/2019,nan,UU/AGH,Fossil fuel,Fossil fuel,1B2,50.08198000,19.85507700,W,nan,nan,Gas valve,"Mobile inlet, car",Balicka,Krakow,Krakow,Poland,Europe,Secondment ESR8 @AGH,Supelco Flexfoil bags,nan,IRMS,UU,4,-45.35,0.0645,0.956518045,7597.09,101.73,4,-180.1,1.539236103,0.986589999,7561.68,91.51,ODR
ESR8_151,22/03/2019,nan,UU/AGH,Fossil fuel,Fossil fuel,1B1a,49.98032200,18.73615500,nan,nan,nan,Active coal mine,"Mobile inlet, car",Pniówek V,Pawłowice,Silesia,Poland,Europe,Secondment ESR8 @AGH,Supelco Flexfoil bags,nan,IRMS,UU,4,-50.35,0.7376,-0.198851739,121.41,1.27,4,-180.0,36.71973189,0.94192628,134.43,16.76,ODR
ESR8_137,19/03/2019,nan,UU/AGH,Fossil fuel,Unknown,1B2,50.06547100,19.87643000,W,nan,nan,City streets,"Mobile inlet, car",Królowej Jadwigi x 28 Lipca 1943,Krakow,Krakow,Poland,Europe,Secondment ESR8 @AGH,Supelco Flexfoil bags,nan,IRMS,UU,4,-48.78,0.1323,0.79113198,1089.88,21.1,4,-179.6,3.093721468,0.99615345,1044.81,10.38,ODR
ESR8_111,05/02/2019,nan,UU/AGH,Fossil fuel,Unknown,1B2,50.08714900,19.78709800,WNW,nan,nan,Rural area,"Mobile inlet, car",Instytut Zootechniki,Balice,Krakow,Poland,Europe,Secondment ESR8 @AGH,Supelco Flexfoil bags,nan,IRMS,UU,4,-44.98,1.9800,-0.820870376,143.53,31.29,4,-179.6,35.34325286,0.917342079,141.35,15.19,ODR
ESR8_314,19/10/2019,10:44,UU,Fossil fuel,Fossil fuel,1B2,45.03605300,25.83935000,nan,nan,nan,Oil well,"Mobile inlet, car","ROM4076, C7_04",Băicoi,Wallachia,Romania,Europe,ROMEO,Supelco/SKC Flexfoil bags,nan,IRMS,UU,2,-40.43,0.1086,1,4341.888125,11.29,2,-179.2,0.938441449,1,4240.912814,19.96,ODR
ESR8_330,19/10/2019,13:29,UU,Fossil fuel,Fossil fuel,1B2,45.13854500,25.84180600,nan,nan,nan,Rural area,"Mobile inlet, car","In the village, C7",Buștenari,Wallachia,Romania,Europe,ROMEO,Supelco/SKC Flexfoil bags,nan,IRMS,UU,2,-32.83,0.2673,1,591.28,3.73,2,-178.3,5.038779163,1,569.88,1.8,ODR
ESR9_185,16/10/2019,nan,RHUL/UU,Fossil fuel,Fossil fuel,1B2,44.41660800,26.12182300,nan,nan,nan,Urban streets,"Mobile inlet, car",Str Mugur Mugurel ,Bucharest,Bucharest,Romania,Europe,ROMEO-City,SKC Flexfoil bags,nan,IRMS,UU,2,-47.75,0.1345,1,1612.68,0.00574,2,-178.3,0.03385,1,1521.72,0.01151,BSCE Bisector
ESR8_26,28/05/2018,nan,UU/AGH,Fossil fuel,Fossil fuel,1B1a,49.99707500,18.64380100,ENE,nan,nan,Active coal mine,"Mobile inlet, car",Borynia VI,Jastrzębie Zdrój,Silesia,Poland,Europe,CoMet,Supelco Flexfoil bags,nan,IRMS,UU,3,-50.95,0.0220,0.737419928,23741.88,41.08,3,-178.0,1.485613061,0.867922445,16454.46,5612.14,ODR
ESR8_227,03/10/2019,nan,AGH,Fossil fuel,Fossil fuel,1B2,45.05098410,25.90091300,nan,nan,nan,Oil well,"Mobile inlet, car","ROM3232, C7_03",Băicoi,Wallachia,Romania,Europe,ROMEO,Supelco/SKC Flexfoil bags,nan,IRMS,UU,2,-35.13,0.0400,1,7799893.884,13.15,2,-177.8,0.610164252,1,8080901.857,14.55,ODR
ESR8_296,16/10/2019,nan,RUG,Fossil fuel,Fossil fuel,1B2,44.91040000,25.35310000,nan,nan,nan,Oil park,"Mobile aircore, drone","ROM 5307, C6_07",Târgoviște,Wallachia,Romania,Europe,ROMEO,Supelco Flexfoil bags,nan,IRMS,UU,4,-44.96,0.0925,0.935773107,1753.132437,8.43,4,-177.4,1.343708614,0.992733915,1757.673351,3.57,ODR
ESR8_232,05/10/2019,09:58,UU,Fossil fuel,Fossil fuel,1B2,44.80610100,26.89221400,nan,nan,nan,Oil other facility,"Mobile inlet, car","ROM5506-ROM5502, C8_01",Grindu,Wallachia,Romania,Europe,ROMEO,Supelco/SKC Flexfoil bags,nan,IRMS,UU,2,-42.11,0.2046,1,1733.045127,12.4,2,-177.3,6.15685675,1,1745.44893,2.75,ODR
